"feature","frequency","rank","docfreq","group"
"cranberry",2,11357,2,"all"
"forgo",2,11357,2,"all"
"translation",2,11357,2,"all"
"troop",2,11357,2,"all"
"fema",2,11357,2,"all"
"bach",2,11357,1,"all"
"all-day",2,11357,2,"all"
"co-wrote",2,11357,2,"all"
"razed",2,11357,2,"all"
"gloat",2,11357,2,"all"
"young’s",2,11357,2,"all"
"ulterior",2,11357,2,"all"
"smitten",2,11357,2,"all"
"elitist",2,11357,1,"all"
"admiral",2,11357,2,"all"
"4-6",2,11357,2,"all"
"life’s",2,11357,2,"all"
"denotes",2,11357,2,"all"
"60-day",2,11357,2,"all"
"mancini",2,11357,2,"all"
"bengals",2,11357,2,"all"
"greets",2,11357,2,"all"
"blackwell",2,11357,2,"all"
"armando",2,11357,2,"all"
"oppressive",2,11357,2,"all"
"dodging",2,11357,2,"all"
"bullets",2,11357,2,"all"
"como",2,11357,2,"all"
"observation",2,11357,2,"all"
"maza",2,11357,1,"all"
"chess",2,11357,1,"all"
"attaining",2,11357,2,"all"
"tactical",2,11357,2,"all"
"gladiator",2,11357,2,"all"
"edp",2,11357,1,"all"
"defended",2,11357,2,"all"
"figuring",2,11357,2,"all"
"romneys",2,11357,2,"all"
"desktops",2,11357,1,"all"
"clocks",2,11357,2,"all"
"wis",2,11357,2,"all"
"employer",2,11357,2,"all"
"dog’s",2,11357,2,"all"
"maligned",2,11357,2,"all"
"asians",2,11357,2,"all"
"exploited",2,11357,2,"all"
"glaring",2,11357,2,"all"
"heartache",2,11357,2,"all"
"proudest",2,11357,2,"all"
"samson",2,11357,1,"all"
"cubicles",2,11357,2,"all"
"satanic",2,11357,2,"all"
"independently",2,11357,2,"all"
"noah’s",2,11357,2,"all"
"gopher",2,11357,2,"all"
"kangaroo",2,11357,2,"all"
"nitty",2,11357,1,"all"
"revenge",2,11357,2,"all"
"thankyou",2,11357,2,"all"
"richard’s",2,11357,2,"all"
"extradition",2,11357,2,"all"
"theus",2,11357,2,"all"
"halloweens",2,11357,1,"all"
"supervises",2,11357,2,"all"
"stripe",2,11357,2,"all"
"provo",2,11357,2,"all"
"non-human",2,11357,2,"all"
"cinematographer",2,11357,2,"all"
"russians",2,11357,2,"all"
"atomic",2,11357,1,"all"
"pleasures",2,11357,2,"all"
"blink",2,11357,2,"all"
"profanity",2,11357,2,"all"
"stinks",2,11357,2,"all"
"ufo",2,11357,1,"all"
"baotou",2,11357,1,"all"
"mongolia",2,11357,2,"all"
"collisions",2,11357,2,"all"
"crayons",2,11357,2,"all"
"infancy",2,11357,2,"all"
"self-described",2,11357,2,"all"
"undertaking",2,11357,2,"all"
"psyche",2,11357,1,"all"
"dilapidated",2,11357,2,"all"
"precipitation",2,11357,2,"all"
"ruffled",2,11357,2,"all"
"willow",2,11357,2,"all"
"merit",2,11357,2,"all"
"depths",2,11357,2,"all"
"anyone's",2,11357,2,"all"
"eke",2,11357,2,"all"
"lovingly",2,11357,2,"all"
"sophistication",2,11357,2,"all"
"ingenuity",2,11357,2,"all"
"leonardo",2,11357,2,"all"
"hilary",2,11357,2,"all"
"barcelona",2,11357,2,"all"
"audrey",2,11357,2,"all"
"hepburn",2,11357,2,"all"
"cheek",2,11357,2,"all"
"emptiness",2,11357,2,"all"
"tray",2,11357,2,"all"
"emphatic",2,11357,2,"all"
"preclude",2,11357,2,"all"
"sharshar",2,11357,2,"all"
"nibras",2,11357,2,"all"
"greet",2,11357,2,"all"
"tricia’s",2,11357,1,"all"
"traversing",2,11357,2,"all"
"triumphant",2,11357,2,"all"
"hallmarks",2,11357,2,"all"
"cured",2,11357,2,"all"
"isaac",2,11357,2,"all"
"deprivation",2,11357,2,"all"
"compulsion",2,11357,2,"all"
"neighbouring",2,11357,2,"all"
"abolishing",2,11357,1,"all"
"residences",2,11357,2,"all"
"alleviate",2,11357,1,"all"
"bridges",2,11357,2,"all"
"stooges",2,11357,2,"all"
"chick",2,11357,2,"all"
"bitty",2,11357,2,"all"
"dorset",2,11357,2,"all"
"intimidating",2,11357,2,"all"
"coven",2,11357,2,"all"
"spotty",2,11357,2,"all"
"legitimacy",2,11357,2,"all"
"uu",2,11357,1,"all"
"congregation",2,11357,2,"all"
"shrink",2,11357,2,"all"
"km",2,11357,2,"all"
"saddam",2,11357,2,"all"
"genetically",2,11357,2,"all"
"funky",2,11357,2,"all"
"abstain",2,11357,2,"all"
"camel’s",2,11357,2,"all"
"correcting",2,11357,2,"all"
"withdrawing",2,11357,2,"all"
"grown-ups",2,11357,1,"all"
"halls",2,11357,2,"all"
"brimming",2,11357,2,"all"
"の",2,11357,1,"all"
"purist",2,11357,2,"all"
"existential",2,11357,2,"all"
"hashtags",2,11357,1,"all"
"hailey",2,11357,2,"all"
"contestant",2,11357,2,"all"
"conversing",2,11357,2,"all"
"cuba",2,11357,2,"all"
"equipped",2,11357,2,"all"
"freight",2,11357,2,"all"
"temper",2,11357,2,"all"
"school-age",2,11357,2,"all"
"self-confidence",2,11357,2,"all"
"vicinity",2,11357,2,"all"
"profiled",2,11357,2,"all"
"discerning",2,11357,2,"all"
"collaborations",2,11357,2,"all"
"psilocybin",2,11357,1,"all"
"cancers",2,11357,2,"all"
"washer",2,11357,2,"all"
"cubes",2,11357,2,"all"
"blanched",2,11357,2,"all"
"blogosphere",2,11357,2,"all"
"ado",2,11357,2,"all"
"hears",2,11357,2,"all"
"echoing",2,11357,2,"all"
"brutality",2,11357,2,"all"
"histories",2,11357,2,"all"
"cenarion",2,11357,1,"all"
"cohesive",2,11357,2,"all"
"stipulations",2,11357,1,"all"
"ounce",2,11357,2,"all"
"kesta",2,11357,1,"all"
"dreadfully",2,11357,2,"all"
"haunting",2,11357,2,"all"
"ch1",2,11357,1,"all"
"5sc",2,11357,1,"all"
"sc",2,11357,2,"all"
"protagonist",2,11357,2,"all"
"petsy's",2,11357,1,"all"
"blabber",2,11357,1,"all"
"yap",2,11357,2,"all"
"preparations",2,11357,2,"all"
"crunched",2,11357,2,"all"
"flattened",2,11357,2,"all"
"palette",2,11357,2,"all"
"encyclopedia",2,11357,2,"all"
"flashed",2,11357,2,"all"
"springy",2,11357,2,"all"
"battered",2,11357,2,"all"
"danish",2,11357,2,"all"
"humanities",2,11357,2,"all"
"printable",2,11357,2,"all"
"handcrafted",2,11357,2,"all"
"flavored",2,11357,2,"all"
"enticing",2,11357,2,"all"
"allspice",2,11357,2,"all"
"miguel",2,11357,2,"all"
"superiority",2,11357,2,"all"
"grandfather",2,11357,2,"all"
"raccoon",2,11357,2,"all"
"strapped",2,11357,2,"all"
"appetites",2,11357,2,"all"
"windy",2,11357,2,"all"
"speeches",2,11357,2,"all"
"palin",2,11357,2,"all"
"0-1",2,11357,2,"all"
"laffey",2,11357,1,"all"
"mariner",2,11357,2,"all"
"revered",2,11357,2,"all"
"underage",2,11357,2,"all"
"calculation",2,11357,1,"all"
"rotten",2,11357,2,"all"
"furry",2,11357,2,"all"
"fumble",2,11357,2,"all"
"benchmark",2,11357,2,"all"
"unaware",2,11357,2,"all"
"swarm",2,11357,2,"all"
"variation",2,11357,2,"all"
"moisturizer",2,11357,2,"all"
"ie",2,11357,2,"all"
"boss's",2,11357,2,"all"
"hyped",2,11357,2,"all"
"newborn",2,11357,2,"all"
"bursting",2,11357,2,"all"
"phoned",2,11357,2,"all"
"walnut",2,11357,2,"all"
"mps",2,11357,2,"all"
"empires",2,11357,2,"all"
"accessibility",2,11357,2,"all"
"ymca",2,11357,2,"all"
"nationalist",2,11357,2,"all"
"glorify",2,11357,2,"all"
"categorise",2,11357,2,"all"
"flavours",2,11357,2,"all"
"tamar",2,11357,2,"all"
"tappi",2,11357,1,"all"
"tíkarrass",2,11357,1,"all"
"bitch’s",2,11357,1,"all"
"band’s",2,11357,2,"all"
"vibrant",2,11357,2,"all"
"needleworks",2,11357,1,"all"
"dependent",2,11357,2,"all"
"sparkles",2,11357,2,"all"
"camille",2,11357,2,"all"
"approx",2,11357,2,"all"
"dulles",2,11357,2,"all"
"jurisdictions",2,11357,2,"all"
"medela",2,11357,1,"all"
"eater",2,11357,2,"all"
"lois",2,11357,2,"all"
"overjoyed",2,11357,2,"all"
"interruption",2,11357,2,"all"
"bash",2,11357,2,"all"
"forte",2,11357,2,"all"
"fantasizing",2,11357,2,"all"
"lama",2,11357,2,"all"
"bff",2,11357,2,"all"
"shines",2,11357,2,"all"
"cubed",2,11357,2,"all"
"zesty",2,11357,2,"all"
"unintended",2,11357,2,"all"
"consequence",2,11357,2,"all"
"detached",2,11357,2,"all"
"veterinary",2,11357,2,"all"
"goats",2,11357,2,"all"
"grazing",2,11357,1,"all"
"groomed",2,11357,2,"all"
"fellows",2,11357,2,"all"
"avant-garde",2,11357,2,"all"
"rhyme",2,11357,1,"all"
"flexible",2,11357,2,"all"
"portraying",2,11357,2,"all"
"vigor",2,11357,2,"all"
"wiping",2,11357,2,"all"
"reactions",2,11357,2,"all"
"patsy",2,11357,1,"all"
"polished",2,11357,2,"all"
"prioritize",2,11357,2,"all"
"sympathize",2,11357,2,"all"
"ab",2,11357,2,"all"
"handbag",2,11357,2,"all"
"cadillac",2,11357,2,"all"
"objection",2,11357,1,"all"
"triggered",2,11357,2,"all"
"casebere‘s",2,11357,1,"all"
"pioneering",2,11357,2,"all"
"pared",2,11357,2,"all"
"hauntingly",2,11357,2,"all"
"evocative",2,11357,2,"all"
"scavenger",2,11357,2,"all"
"aloud",2,11357,2,"all"
"choral",2,11357,2,"all"
"northup’s",2,11357,1,"all"
"crashes",2,11357,2,"all"
"unbearable",2,11357,2,"all"
"carved",2,11357,2,"all"
"medina",2,11357,2,"all"
"eerily",2,11357,2,"all"
"helpers",2,11357,2,"all"
"dividers",2,11357,1,"all"
"10-",2,11357,2,"all"
"thickness",2,11357,2,"all"
"blade",2,11357,2,"all"
"reviewer",2,11357,2,"all"
"dementia",2,11357,2,"all"
"reared",2,11357,2,"all"
"competent",2,11357,2,"all"
"gadgets",2,11357,2,"all"
"lara",2,11357,1,"all"
"induction",2,11357,2,"all"
"iraqi",2,11357,2,"all"
"deepening",2,11357,2,"all"
"cobbled",2,11357,2,"all"
"clerk",2,11357,2,"all"
"murderous",2,11357,2,"all"
"amin",2,11357,2,"all"
"crusades",2,11357,1,"all"
"pope",2,11357,2,"all"
"spruce",2,11357,2,"all"
"genres",2,11357,2,"all"
"naming",2,11357,2,"all"
"runners-up",2,11357,2,"all"
"walnuts",2,11357,2,"all"
"pancetta",2,11357,2,"all"
"substituted",2,11357,2,"all"
"illegals",2,11357,2,"all"
"mexicans",2,11357,1,"all"
"raids",2,11357,2,"all"
"profess",2,11357,2,"all"
"malay",2,11357,1,"all"
"somebody's",2,11357,2,"all"
"stalk",2,11357,2,"all"
"buns",2,11357,2,"all"
"bleached",2,11357,2,"all"
"physicists",2,11357,1,"all"
"concepts",2,11357,2,"all"
"tars",2,11357,2,"all"
"parameters",2,11357,2,"all"
"cotter",2,11357,2,"all"
"interactions",2,11357,2,"all"
"respecting",2,11357,2,"all"
"exile",2,11357,2,"all"
"dense",2,11357,2,"all"
"tesla",2,11357,2,"all"
"civilization",2,11357,2,"all"
"flare",2,11357,2,"all"
"journaling",2,11357,1,"all"
"jeera",2,11357,2,"all"
"juke",2,11357,2,"all"
"chile",2,11357,2,"all"
"darling",2,11357,2,"all"
"copywriter",2,11357,2,"all"
"orb",2,11357,2,"all"
"lowly",2,11357,2,"all"
"momos",2,11357,1,"all"
"cheesecake",2,11357,1,"all"
"i-10",2,11357,2,"all"
"guadalupe",2,11357,2,"all"
"shortlist",2,11357,2,"all"
"mercedes",2,11357,2,"all"
"silvio",2,11357,2,"all"
"sor",2,11357,2,"all"
"salman",2,11357,2,"all"
"ferrell",2,11357,2,"all"
"gandhi",2,11357,2,"all"
"clementines",2,11357,2,"all"
"packing",2,11357,2,"all"
"tenuous",2,11357,2,"all"
"mightiest",2,11357,2,"all"
"qualifications",2,11357,2,"all"
"procrastination",2,11357,2,"all"
"rustic",2,11357,2,"all"
"hypnosis",2,11357,1,"all"
"psychological",2,11357,2,"all"
"burbs",2,11357,2,"all"
"discursive",2,11357,2,"all"
"transcript",2,11357,2,"all"
"behest",2,11357,2,"all"
"trippin",2,11357,2,"all"
"cleanse",2,11357,1,"all"
"inspirational",2,11357,2,"all"
"toxins",2,11357,2,"all"
"shred",2,11357,2,"all"
"novices",2,11357,2,"all"
"granolas",2,11357,1,"all"
"flax",2,11357,2,"all"
"badges",2,11357,2,"all"
"guards",2,11357,2,"all"
"parted",2,11357,2,"all"
"barricades",2,11357,2,"all"
"gust",2,11357,1,"all"
"oppressed",2,11357,2,"all"
"gays",2,11357,2,"all"
"governmental",2,11357,2,"all"
"sanctioning",2,11357,2,"all"
"automobile",2,11357,2,"all"
"sensational",2,11357,2,"all"
"amplified",2,11357,2,"all"
"crazed",2,11357,2,"all"
"sawyer",2,11357,2,"all"
"widowed",2,11357,2,"all"
"colourful",2,11357,2,"all"
"ballpoints",2,11357,1,"all"
"leashes",2,11357,2,"all"
"rope",2,11357,2,"all"
"dire",2,11357,2,"all"
"woeful",2,11357,2,"all"
"cgi",2,11357,2,"all"
"exceptional",2,11357,2,"all"
"unaffected",2,11357,2,"all"
"methodical",2,11357,2,"all"
"hebrews",2,11357,2,"all"
"xl",2,11357,2,"all"
"tar",2,11357,2,"all"
"fertile",2,11357,2,"all"
"transcanada",2,11357,2,"all"
"beamed",2,11357,2,"all"
"stravinsky",2,11357,2,"all"
"glacial",2,11357,1,"all"
"quad",2,11357,2,"all"
"cena",2,11357,2,"all"
"mourning",2,11357,2,"all"
"pouchmart",2,11357,1,"all"
"investigated",2,11357,2,"all"
"biathlon",2,11357,1,"all"
"powerhouse",2,11357,2,"all"
"neuner",2,11357,1,"all"
"skier",2,11357,1,"all"
"cubicle",2,11357,2,"all"
"allocate",2,11357,2,"all"
"durkin",2,11357,2,"all"
"burying",2,11357,2,"all"
"sweatshirts",2,11357,2,"all"
"fiskars",2,11357,2,"all"
"gerber",2,11357,1,"all"
"daisies",2,11357,1,"all"
"chamakh",2,11357,1,"all"
"coincide",2,11357,2,"all"
"amr",2,11357,2,"all"
"rationalistic",2,11357,1,"all"
"nietzsche",2,11357,2,"all"
"philosophical",2,11357,2,"all"
"marx",2,11357,2,"all"
"coops",2,11357,2,"all"
"scuba",2,11357,2,"all"
"furiously",2,11357,2,"all"
"wickets-",2,11357,2,"all"
"avg-",2,11357,2,"all"
"best-",2,11357,2,"all"
"everbilena",2,11357,1,"all"
"avant",2,11357,2,"all"
"disrupt",2,11357,2,"all"
"datuk",2,11357,2,"all"
"k's",2,11357,1,"all"
"freak",2,11357,2,"all"
"photographers",2,11357,2,"all"
"instincts",2,11357,2,"all"
"typed",2,11357,2,"all"
"up-to-date",2,11357,2,"all"
"legos",2,11357,2,"all"
"autobiography",2,11357,2,"all"
"tzu",2,11357,2,"all"
"beards",2,11357,2,"all"
"lp",2,11357,2,"all"
"upholding",2,11357,2,"all"
"invites",2,11357,1,"all"
"katrina",2,11357,2,"all"
"organizational",2,11357,2,"all"
"documentation",2,11357,2,"all"
"sultan",2,11357,2,"all"
"exposition",2,11357,2,"all"
"reverence",2,11357,2,"all"
"mesmerized",2,11357,2,"all"
"individually",2,11357,2,"all"
"appoint",2,11357,2,"all"
"recapture",2,11357,2,"all"
"villain",2,11357,2,"all"
"skulltaker",2,11357,1,"all"
"grinning",2,11357,2,"all"
"bathed",2,11357,2,"all"
"admired",2,11357,2,"all"
"cutest",2,11357,2,"all"
"fondue",2,11357,2,"all"
"booklet",2,11357,2,"all"
"darlene",2,11357,2,"all"
"rallied",2,11357,2,"all"
"profoundly",2,11357,2,"all"
"psychotic",2,11357,2,"all"
"routes",2,11357,2,"all"
"double-check",2,11357,2,"all"
"coc",2,11357,1,"all"
"chatted",2,11357,2,"all"
"paddy",2,11357,2,"all"
"demonstrators",2,11357,2,"all"
"spoilers",2,11357,1,"all"
"promoter",2,11357,2,"all"
"knoxville",2,11357,2,"all"
"montevideo",2,11357,2,"all"
"depriving",2,11357,2,"all"
"mailbox",2,11357,2,"all"
"luna",2,11357,2,"all"
"christ’s",2,11357,2,"all"
"lengthen",2,11357,2,"all"
"siberian",2,11357,2,"all"
"hi-tech",2,11357,2,"all"
"contention",2,11357,2,"all"
"ec",2,11357,2,"all"
"oops",2,11357,2,"all"
"briefing",2,11357,2,"all"
"orientation",2,11357,2,"all"
"socioeconomic",2,11357,2,"all"
"equator",2,11357,2,"all"
"pliable",2,11357,2,"all"
"plowing",2,11357,2,"all"
"chipotle",2,11357,2,"all"
"tortilla",2,11357,2,"all"
"reticence",2,11357,2,"all"
"overlapping",2,11357,2,"all"
"reserved",2,11357,2,"all"
"sketched",2,11357,2,"all"
"econ",2,11357,2,"all"
"gorillas",2,11357,1,"all"
"all-male",2,11357,2,"all"
"disposition",2,11357,2,"all"
"neighbourhood",2,11357,2,"all"
"grub",2,11357,2,"all"
"launches",2,11357,2,"all"
"ballistic",2,11357,2,"all"
"revisionist",2,11357,1,"all"
"large-breed",2,11357,1,"all"
"confined",2,11357,2,"all"
"naples",2,11357,1,"all"
"dailies",2,11357,2,"all"
"sodden",2,11357,2,"all"
"evaluating",2,11357,2,"all"
"sangin",2,11357,2,"all"
"teasers",2,11357,2,"all"
"hanrahan",2,11357,2,"all"
"benign",2,11357,2,"all"
"akin",2,11357,2,"all"
"utilize",2,11357,2,"all"
"revolved",2,11357,2,"all"
"thar",2,11357,1,"all"
"dae",2,11357,1,"all"
"aboot",2,11357,1,"all"
"palaeontalogits",2,11357,1,"all"
"foun",2,11357,1,"all"
"fossils",2,11357,2,"all"
"tae",2,11357,1,"all"
"tidy",2,11357,2,"all"
"melds",2,11357,2,"all"
"clashes",2,11357,2,"all"
"drs",2,11357,2,"all"
"thigh",2,11357,2,"all"
"swinging",2,11357,2,"all"
"cam",2,11357,2,"all"
"summation",2,11357,2,"all"
"workbox",2,11357,2,"all"
"theological",2,11357,2,"all"
"strand",2,11357,2,"all"
"bantam",2,11357,2,"all"
"hunched",2,11357,2,"all"
"tinted",2,11357,2,"all"
"timid",2,11357,2,"all"
"fruitcake",2,11357,2,"all"
"sideways",2,11357,2,"all"
"earnest",2,11357,2,"all"
"geoffrey",2,11357,2,"all"
"astonishingly",2,11357,2,"all"
"surveyed",2,11357,2,"all"
"pop-up",2,11357,2,"all"
"rhulic",2,11357,1,"all"
"gorten",2,11357,1,"all"
"diagrams",2,11357,2,"all"
"alissa",2,11357,1,"all"
"suspiciously",2,11357,2,"all"
"brownies",2,11357,2,"all"
"photographic",2,11357,2,"all"
"grammy",2,11357,2,"all"
"heap",2,11357,2,"all"
"developmental",2,11357,2,"all"
"hamlin",2,11357,2,"all"
"latent",2,11357,2,"all"
"misconception",2,11357,2,"all"
"caricature",2,11357,2,"all"
"dangling",2,11357,2,"all"
"elsa",2,11357,2,"all"
"pharmaceuticals",2,11357,2,"all"
"milieu",2,11357,2,"all"
"travelled",2,11357,2,"all"
"chiropractic",2,11357,2,"all"
"nastier",2,11357,2,"all"
"ravines",2,11357,1,"all"
"congratulate",2,11357,2,"all"
"ruined",2,11357,2,"all"
"pcs",2,11357,2,"all"
"scc",2,11357,2,"all"
"tenacity",2,11357,2,"all"
"marinara",2,11357,2,"all"
"truvia",2,11357,1,"all"
"packet",2,11357,2,"all"
"quart",2,11357,2,"all"
"internally",2,11357,2,"all"
"cues",2,11357,2,"all"
"girl’s",2,11357,2,"all"
"vaccines",2,11357,2,"all"
"grumpy",2,11357,2,"all"
"nicknames",2,11357,2,"all"
"th",2,11357,2,"all"
"kumar",2,11357,2,"all"
"spacex",2,11357,2,"all"
"rockets",2,11357,2,"all"
"boer",2,11357,2,"all"
"reprint",2,11357,2,"all"
"chaotic",2,11357,2,"all"
"concise",2,11357,2,"all"
"peaks",2,11357,2,"all"
"inability",2,11357,2,"all"
"soapy",2,11357,2,"all"
"retrospect",2,11357,2,"all"
"lafayette",2,11357,2,"all"
"wristband",2,11357,2,"all"
"desserts",2,11357,2,"all"
"overview",2,11357,2,"all"
"flatten",2,11357,2,"all"
"condensed",2,11357,2,"all"
"manny",2,11357,2,"all"
"pacquiao",2,11357,2,"all"
"mittens",2,11357,2,"all"
"steamed",2,11357,2,"all"
"tauren",2,11357,1,"all"
"archbishop",2,11357,1,"all"
"reformation",2,11357,1,"all"
"untimely",2,11357,2,"all"
"snag",2,11357,2,"all"
"behold",2,11357,2,"all"
"deflect",2,11357,2,"all"
"frontline",2,11357,2,"all"
"inundated",2,11357,2,"all"
"mother’s",2,11357,2,"all"
"mounds",2,11357,2,"all"
"i-viii",2,11357,2,"all"
"woolf",2,11357,2,"all"
"mantelpieces",2,11357,2,"all"
"acrobat",2,11357,1,"all"
"barometer",2,11357,2,"all"
"skyscraper",2,11357,2,"all"
"bailey",2,11357,2,"all"
"heartwarming",2,11357,2,"all"
"lemington",2,11357,1,"all"
"staithes",2,11357,1,"all"
"termination",2,11357,2,"all"
"wagonways",2,11357,1,"all"
"anchored",2,11357,2,"all"
"ami",2,11357,1,"all"
"accurately",2,11357,2,"all"
"imply",2,11357,2,"all"
"cred",2,11357,2,"all"
"crept",2,11357,2,"all"
"vuitton",2,11357,1,"all"
"cor",2,11357,2,"all"
"headband",2,11357,2,"all"
"inadvertently",2,11357,2,"all"
"hga",2,11357,1,"all"
"purposely",2,11357,2,"all"
"part-time",2,11357,2,"all"
"neuter",2,11357,1,"all"
"heis",2,11357,1,"all"
"linky",2,11357,2,"all"
"storeowners",2,11357,1,"all"
"indonesia",2,11357,2,"all"
"rigged",2,11357,2,"all"
"exploiting",2,11357,2,"all"
"legions",2,11357,2,"all"
"cultivating",2,11357,2,"all"
"assortment",2,11357,2,"all"
"showcasing",2,11357,2,"all"
"downgraded",2,11357,2,"all"
"tentatively",2,11357,2,"all"
"necklaces",2,11357,2,"all"
"supermarket",2,11357,2,"all"
"alphabet",2,11357,2,"all"
"stay-at-home",2,11357,2,"all"
"foreign-born",2,11357,2,"all"
"at-home",2,11357,1,"all"
"stefan",2,11357,2,"all"
"immerse",2,11357,2,"all"
"racetracks",2,11357,2,"all"
"aerodynamics",2,11357,2,"all"
"exhaust",2,11357,2,"all"
"configuration",2,11357,2,"all"
"pencils",2,11357,2,"all"
"credible",2,11357,2,"all"
"kitchens",2,11357,2,"all"
"tangy",2,11357,2,"all"
"leavening",2,11357,2,"all"
"10-20",2,11357,2,"all"
"opt",2,11357,2,"all"
"budge",2,11357,2,"all"
"poking",2,11357,2,"all"
"currencies",2,11357,1,"all"
"commodities",2,11357,1,"all"
"integrating",2,11357,2,"all"
"hama",2,11357,1,"all"
"studded",2,11357,2,"all"
"thrifted",2,11357,2,"all"
"hugs",2,11357,2,"all"
"awkwardly",2,11357,2,"all"
"mentoring",2,11357,2,"all"
"iq",2,11357,2,"all"
"remarkably",2,11357,2,"all"
"zuma",2,11357,2,"all"
"airtight",2,11357,2,"all"
"ise",2,11357,1,"all"
"bock",2,11357,2,"all"
"supplied",2,11357,2,"all"
"prov",2,11357,2,"all"
"bathing",2,11357,2,"all"
"restroom",2,11357,2,"all"
"cleanliness",2,11357,2,"all"
"calf",2,11357,2,"all"
"traci",2,11357,2,"all"
"weddings",2,11357,2,"all"
"ebooks",2,11357,1,"all"
"chronicles",2,11357,2,"all"
"percy",2,11357,2,"all"
"chilled",2,11357,2,"all"
"transmission",2,11357,2,"all"
"expressions",2,11357,2,"all"
"sharia",2,11357,2,"all"
"d-ii",2,11357,1,"all"
"d-iii",2,11357,1,"all"
"d-iv",2,11357,1,"all"
"d-vi",2,11357,1,"all"
"sonoma",2,11357,2,"all"
"mister",2,11357,2,"all"
"katherine",2,11357,2,"all"
"gorge",2,11357,2,"all"
"waterfall",2,11357,2,"all"
"crocs",2,11357,1,"all"
"criticize",2,11357,2,"all"
"affiliation",2,11357,2,"all"
"flatter",2,11357,2,"all"
"applicants",2,11357,2,"all"
"atrocity",2,11357,2,"all"
"gunpoint",2,11357,2,"all"
"guarantees",2,11357,2,"all"
"uggs",2,11357,1,"all"
"laces",2,11357,2,"all"
"disasters",2,11357,2,"all"
"quitter",2,11357,2,"all"
"falklands",2,11357,1,"all"
"scenic",2,11357,2,"all"
"unhinged",2,11357,2,"all"
"erika",2,11357,2,"all"
"admiration",2,11357,2,"all"
"putin",2,11357,2,"all"
"letts",2,11357,2,"all"
"pod",2,11357,1,"all"
"krynoid",2,11357,1,"all"
"prospecting",2,11357,2,"all"
"govt",2,11357,2,"all"
"multitasking",2,11357,2,"all"
"highlighted",2,11357,2,"all"
"pharmacist",2,11357,2,"all"
"dexilant",2,11357,1,"all"
"tats",2,11357,2,"all"
"wherein",2,11357,2,"all"
"withdraw",2,11357,2,"all"
"tuxedo",2,11357,2,"all"
"pods",2,11357,2,"all"
"coins",2,11357,2,"all"
"strewn",2,11357,2,"all"
"drilled",2,11357,2,"all"
"joyful",2,11357,2,"all"
"vulgar",2,11357,2,"all"
"perennial",2,11357,2,"all"
"lyrical",2,11357,2,"all"
"wistful",2,11357,2,"all"
"light-hearted",2,11357,2,"all"
"widow",2,11357,2,"all"
"kennaway",2,11357,1,"all"
"dehaan",2,11357,1,"all"
"downturn",2,11357,2,"all"
"retrieve",2,11357,2,"all"
"breakup",2,11357,2,"all"
"vibes",2,11357,2,"all"
"not-so-subtle",2,11357,2,"all"
"robbers",2,11357,2,"all"
"willis",2,11357,2,"all"
"rodman",2,11357,2,"all"
"darren",2,11357,2,"all"
"progressed",2,11357,2,"all"
"rats",2,11357,2,"all"
"quarles",2,11357,2,"all"
"proclaim",2,11357,2,"all"
"flourishes",2,11357,2,"all"
"groovy",2,11357,2,"all"
"woah",2,11357,2,"all"
"comets",2,11357,2,"all"
"party’s",2,11357,2,"all"
"tipping",2,11357,2,"all"
"storefronts",2,11357,2,"all"
"orchard",2,11357,2,"all"
"carlo",2,11357,2,"all"
"idealistic",2,11357,2,"all"
"coz",2,11357,2,"all"
"bonding",2,11357,2,"all"
"competed",2,11357,2,"all"
"remix",2,11357,2,"all"
"ramps",2,11357,1,"all"
"vacuumed",2,11357,2,"all"
"wrench",2,11357,2,"all"
"wicca",2,11357,1,"all"
"witchcraft",2,11357,2,"all"
"archaeologists",2,11357,2,"all"
"whooping",2,11357,1,"all"
"vaccination",2,11357,2,"all"
"wanda",2,11357,2,"all"
"organza",2,11357,2,"all"
"epson",2,11357,2,"all"
"gentleman",2,11357,2,"all"
"sunburned",2,11357,1,"all"
"exaggerated",2,11357,2,"all"
"idiotic",2,11357,2,"all"
"banged",2,11357,2,"all"
"ushers",2,11357,2,"all"
"similarity",2,11357,2,"all"
"columbine",2,11357,2,"all"
"naive",2,11357,2,"all"
"imprisonment",2,11357,2,"all"
